Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Order_Month,Order_Year,Order_Day_of_Week
832,CA-2017-129462,16-06-2017,21-06-2017,Second Class,JE-15745,TEC-PH-10001557,191.98,2,0,51.8346,6,2017,4
833,CA-2017-129462,16-06-2017,21-06-2017,Second Class,JE-15745,TEC-PH-10002085,65.99,1,0,17.1574,6,2017,4
834,CA-2016-165316,23-07-2016,27-07-2016,Standard Class,JB-15400,OFF-AR-10002956,35.216,2,0.2,2.6412,7,2016,5
835,CA-2016-165316,23-07-2016,27-07-2016,Standard Class,JB-15400,OFF-AP-10003266,23.696,2,0.2,6.5164,7,2016,5
836,CA-2016-165316,23-07-2016,27-07-2016,Standard Class,JB-15400,TEC-MA-10004002,265.475,1,0.5,-111.4995,7,2016,5
837,US-2014-115987,08-09-2014,13-09-2014,Second Class,LH-17020,OFF-BI-10001071,51.184,4,0.8,-79.3352,9,2014,0
838,US-2017-156083,04-11-2017,11-11-2017,Standard Class,JL-15175,OFF-PA-10001560,9.664,2,0.2,3.2616,11,2017,5
839,US-2016-137547,07-03-2016,12-03-2016,Standard Class,EB-13705,TEC-PH-10002365,21.072,3,0.2,1.5804,3,2016,0
840,CA-2015-100454,20-11-2015,25-11-2015,Standard Class,BM-11650,OFF-AR-10004648,60.45,3,0,16.3215,11,2015,4
841,CA-2015-100454,20-11-2015,25-11-2015,Standard Class,BM-11650,OFF-AR-10002578,11.52,4,0,3.3408,11,2015,4
842,CA-2015-100454,20-11-2015,25-11-2015,Standard Class,BM-11650,FUR-BO-10001519,186.048,4,0.2,9.3024,11,2015,4
843,CA-2016-161669,07-11-2016,09-11-2016,First Class,EM-14095,OFF-BI-10001294,37.44,4,0.2,11.7,11,2016,0
844,CA-2016-161669,07-11-2016,09-11-2016,First Class,EM-14095,OFF-BI-10001636,26.976,4,0.2,8.7672,11,2016,0
845,CA-2016-161669,07-11-2016,09-11-2016,First Class,EM-14095,OFF-SU-10002503,11.36,2,0,3.2944,11,2016,0
846,CA-2016-161669,07-11-2016,09-11-2016,First Class,EM-14095,OFF-LA-10004093,14.62,2,0,6.8714,11,2016,0
847,CA-2015-114300,13-10-2015,17-10-2015,Standard Class,AF-10885,TEC-PH-10001552,83.72,7,0,23.4416,10,2015,1
848,CA-2015-114300,13-10-2015,17-10-2015,Standard Class,AF-10885,FUR-CH-10001891,287.94,3,0,77.7438,10,2015,1
849,CA-2017-107503,01-01-2017,06-01-2017,Standard Class,GA-14725,FUR-FU-10003878,48.896,4,0.2,8.5568,1,2017,6
850,CA-2014-107755,07-02-2014,12-02-2014,Standard Class,CK-12760,TEC-AC-10000710,115.36,7,0,49.6048,2,2014,4
851,CA-2016-152534,20-06-2016,25-06-2016,Second Class,DP-13105,OFF-AR-10002335,5.16,2,0,1.3416,6,2016,0
852,CA-2016-152534,20-06-2016,25-06-2016,Second Class,DP-13105,OFF-PA-10001870,38.88,6,0,18.6624,6,2016,0
853,CA-2016-113747,28-05-2016,04-06-2016,Standard Class,VD-21670,OFF-AR-10003373,185.88,6,0,50.1876,5,2016,5
854,CA-2016-123274,19-02-2016,24-02-2016,Standard Class,GT-14710,FUR-FU-10004090,44.46,2,0,14.6718,2,2016,4
855,CA-2016-123274,19-02-2016,24-02-2016,Standard Class,GT-14710,OFF-ST-10000736,242.94,3,0,9.7176,2,2016,4
856,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,OFF-PA-10001019,39.96,2,0,18.7812,8,2014,6
857,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,OFF-SU-10002537,102.3,10,0,26.598,8,2014,6
858,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,BK-11260,OFF-ST-10003221,21.36,2,0,5.7672,8,2014,6
859,CA-2017-161984,10-04-2017,15-04-2017,Standard Class,SJ-20125,OFF-PA-10004569,7.61,1,0,3.5767,4,2017,0
860,CA-2017-161984,10-04-2017,15-04-2017,Standard Class,SJ-20125,OFF-FA-10000624,7.16,2,0,3.58,4,2017,0
861,CA-2014-133851,09-06-2014,16-06-2014,Standard Class,CM-12445,OFF-SU-10001225,7.36,2,0,0.1472,6,2014,0
862,CA-2014-133851,09-06-2014,16-06-2014,Standard Class,CM-12445,OFF-AR-10003752,23.1,2,0,10.626,6,2014,0
863,CA-2016-134474,05-01-2016,07-01-2016,Second Class,AJ-10795,TEC-AC-10001714,191.472,6,0.2,40.6878,1,2016,1
864,CA-2016-134474,05-01-2016,07-01-2016,Second Class,AJ-10795,OFF-AR-10003958,5.248,2,0.2,0.5904,1,2016,1
865,CA-2016-134474,05-01-2016,07-01-2016,Second Class,AJ-10795,TEC-PH-10002923,59.184,2,0.2,5.1786,1,2016,1
866,CA-2014-149020,10-01-2014,15-01-2014,Standard Class,AJ-10780,OFF-LA-10004272,2.89,1,0,1.3583,1,2014,4
867,CA-2014-149020,10-01-2014,15-01-2014,Standard Class,AJ-10780,FUR-FU-10000965,51.94,1,0,21.2954,1,2014,4
868,CA-2016-134362,29-09-2016,02-10-2016,First Class,LS-16945,OFF-LA-10004853,15.936,4,0.2,5.1792,9,2016,3
869,CA-2014-136742,06-04-2014,10-04-2014,Standard Class,GP-14740,OFF-BI-10003719,44.91,6,0.7,-35.928,4,2014,6
870,CA-2016-158099,03-09-2016,05-09-2016,First Class,PK-18910,OFF-BI-10000545,1141.47,5,0.7,-760.98,9,2016,5
871,CA-2016-158099,03-09-2016,05-09-2016,First Class,PK-18910,TEC-PH-10002496,280.782,3,0.4,-46.797,9,2016,5
872,CA-2015-131128,19-10-2015,20-10-2015,First Class,TB-21520,OFF-PA-10003591,34.44,3,0,17.22,10,2015,0
873,CA-2014-148488,10-12-2014,15-12-2014,Standard Class,SM-20005,OFF-PA-10004470,11.36,2,0,5.2256,12,2014,2
874,CA-2014-148488,10-12-2014,15-12-2014,Standard Class,SM-20005,OFF-BI-10000315,106.344,7,0.2,37.2204,12,2014,2
875,CA-2017-114636,25-08-2017,29-08-2017,Standard Class,GA-14725,OFF-PA-10001790,192.16,5,0.2,67.256,8,2017,4
876,CA-2016-116736,17-01-2016,21-01-2016,Standard Class,CC-12430,FUR-FU-10004017,322.59,3,0,64.518,1,2016,6
877,CA-2016-116736,17-01-2016,21-01-2016,Standard Class,CC-12430,TEC-AC-10003628,29.99,1,0,13.1956,1,2016,6
878,CA-2016-116736,17-01-2016,21-01-2016,Standard Class,CC-12430,TEC-AC-10002049,371.97,3,0,66.9546,1,2016,6
879,US-2014-158638,17-09-2014,21-09-2014,Standard Class,AG-10765,OFF-BI-10003712,5.892,4,0.7,-4.1244,9,2014,2
880,CA-2017-111689,30-11-2017,02-12-2017,Second Class,HP-14815,OFF-BI-10003984,68.472,3,0.2,23.1093,11,2017,3
881,CA-2017-111689,30-11-2017,02-12-2017,Second Class,HP-14815,FUR-CH-10004287,1242.9,5,0.1,262.39,11,2017,3
882,CA-2015-129098,09-10-2015,13-10-2015,Standard Class,DK-13090,OFF-ST-10001321,30.84,2,0,8.3268,10,2015,4
883,US-2017-123463,23-12-2017,23-12-2017,Same Day,GZ-14470,OFF-AR-10001118,13.48,4,0,5.9312,12,2017,5
884,CA-2016-165148,22-10-2016,24-10-2016,First Class,PM-19135,FUR-FU-10000732,31.4,5,0,10.048,10,2016,5
885,CA-2014-134061,29-04-2014,04-05-2014,Standard Class,LL-16840,FUR-FU-10001424,17.46,2,0,5.9364,4,2014,1
886,CA-2015-143602,25-04-2015,28-04-2015,Second Class,JS-15595,OFF-BI-10002071,13.944,3,0.2,4.5318,4,2015,5
887,CA-2017-115364,26-06-2017,02-07-2017,Standard Class,OT-18730,OFF-ST-10002486,83.76,12,0,1.6752,6,2017,0
888,CA-2017-150707,14-10-2017,19-10-2017,Standard Class,EL-13735,OFF-BI-10001078,37.66,7,0,18.4534,10,2017,5
889,CA-2014-104976,09-12-2014,16-12-2014,Standard Class,CK-12760,OFF-PA-10003845,34.68,6,0,16.9932,12,2014,1
890,CA-2017-132934,20-06-2017,26-06-2017,Standard Class,JE-15475,TEC-AC-10000927,149.95,5,0,14.995,6,2017,1
891,CA-2017-132934,20-06-2017,26-06-2017,Standard Class,JE-15475,OFF-BI-10001098,51.312,3,0.2,18.6006,6,2017,1
892,CA-2017-133256,26-06-2017,27-06-2017,First Class,TH-21550,OFF-PA-10001622,4.54,1,0,2.043,6,2017,0
893,CA-2017-133256,26-06-2017,27-06-2017,First Class,TH-21550,OFF-AR-10003158,15.92,4,0,5.4128,6,2017,0
894,CA-2017-133256,26-06-2017,27-06-2017,First Class,TH-21550,TEC-PH-10002660,543.92,8,0,135.98,6,2017,0
895,CA-2016-105494,10-11-2016,12-11-2016,First Class,PC-18745,OFF-ST-10002205,155.82,7,0,42.0714,11,2016,3
896,CA-2016-105494,10-11-2016,12-11-2016,First Class,PC-18745,OFF-BI-10003364,70.008,3,0.2,24.5028,11,2016,3
897,CA-2016-140634,03-10-2016,06-10-2016,Second Class,HL-15040,OFF-EN-10001099,15.648,2,0.2,5.0856,10,2016,0
898,CA-2014-144407,09-09-2014,15-09-2014,Standard Class,MS-17365,OFF-LA-10003923,103.6,7,0,51.8,9,2014,1
899,CA-2017-160983,29-10-2017,31-10-2017,Second Class,GB-14530,OFF-PA-10002250,46.96,8,0,22.5408,10,2017,6
900,US-2016-114622,10-04-2016,12-04-2016,First Class,JR-16210,OFF-BI-10004716,8.904,2,0.7,-6.5296,4,2016,6
901,CA-2017-150959,11-11-2017,13-11-2017,First Class,TD-20995,OFF-LA-10001045,10.44,5,0.2,3.393,11,2017,5
902,CA-2017-150959,11-11-2017,13-11-2017,First Class,TD-20995,OFF-BI-10001510,18.336,4,0.8,-32.088,11,2017,5
903,CA-2017-132353,15-09-2017,17-09-2017,First Class,DB-13060,TEC-PH-10004536,323.976,3,0.2,20.2485,9,2017,4
904,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,LC-17140,OFF-PA-10002947,20.04,3,0,9.6192,4,2016,4
905,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,LC-17140,OFF-ST-10002583,64.96,2,0,2.5984,4,2016,4
906,CA-2016-130477,08-04-2016,12-04-2016,Standard Class,LC-17140,OFF-PA-10000019,12.96,2,0,6.2208,4,2016,4
907,CA-2017-143259,30-12-2017,03-01-2018,Standard Class,PO-18865,FUR-BO-10003441,323.136,4,0.2,12.1176,12,2017,5
908,CA-2017-143259,30-12-2017,03-01-2018,Standard Class,PO-18865,TEC-PH-10004774,90.93,7,0,2.7279,12,2017,5
909,CA-2017-143259,30-12-2017,03-01-2018,Standard Class,PO-18865,OFF-BI-10003684,52.776,3,0.2,19.791,12,2017,5
910,CA-2017-137596,02-09-2017,07-09-2017,Standard Class,BE-11335,TEC-PH-10001494,1199.8,4,0,323.946,9,2017,5
911,CA-2017-137596,02-09-2017,07-09-2017,Standard Class,BE-11335,TEC-AC-10004666,1928.78,7,0,829.3754,9,2017,5
912,CA-2017-137596,02-09-2017,07-09-2017,Standard Class,BE-11335,OFF-ST-10003816,352.38,2,0,81.0474,9,2017,5
913,CA-2015-133627,31-05-2015,07-06-2015,Standard Class,SC-20050,FUR-FU-10001935,22.2,6,0,9.102,5,2015,6
914,CA-2017-102519,27-11-2017,29-11-2017,First Class,BM-11650,FUR-FU-10004091,46.94,1,0,19.2454,11,2017,0
915,CA-2017-102519,27-11-2017,29-11-2017,First Class,BM-11650,TEC-AC-10001772,143.73,9,0,56.0547,11,2017,0
916,US-2014-141215,15-06-2014,21-06-2014,Standard Class,KL-16555,FUR-TA-10001520,99.918,2,0.3,-18.5562,6,2014,6
917,US-2014-141215,15-06-2014,21-06-2014,Standard Class,KL-16555,FUR-CH-10003379,797.944,4,0.3,-56.996,6,2014,6
918,US-2014-141215,15-06-2014,21-06-2014,Standard Class,KL-16555,OFF-BI-10002706,8.568,3,0.8,-14.5656,6,2014,6
919,CA-2016-165218,05-03-2016,11-03-2016,Standard Class,RW-19630,OFF-EN-10000056,149.352,3,0.2,50.4063,3,2016,5
920,CA-2016-165218,05-03-2016,11-03-2016,Standard Class,RW-19630,OFF-ST-10001558,12.992,1,0.2,-0.812,3,2016,5
921,CA-2014-138296,05-12-2014,12-12-2014,Standard Class,RC-19825,OFF-ST-10002444,24.56,2,0,6.8768,12,2014,4
922,CA-2015-111164,11-04-2015,15-04-2015,Standard Class,SE-20110,TEC-AC-10002473,85.14,3,0,34.9074,4,2015,5
923,CA-2015-111164,11-04-2015,15-04-2015,Standard Class,SE-20110,TEC-PH-10004531,21.99,1,0,10.5552,4,2015,5
924,CA-2015-111164,11-04-2015,15-04-2015,Standard Class,SE-20110,OFF-AP-10004487,406.6,5,0,113.848,4,2015,5
925,CA-2016-149797,15-09-2016,20-09-2016,Standard Class,AH-10075,OFF-BI-10003650,841.568,2,0.2,294.5488,9,2016,3
926,CA-2014-132962,13-09-2014,16-09-2014,First Class,JM-15535,OFF-PA-10003543,15.552,3,0.2,5.4432,9,2014,5
927,CA-2014-132962,13-09-2014,16-09-2014,First Class,JM-15535,TEC-AC-10004353,252,5,0.2,53.55,9,2014,5
928,CA-2015-115091,05-10-2015,09-10-2015,Standard Class,JJ-15760,OFF-AR-10000658,46.2,4,0,12.936,10,2015,0
929,CA-2015-115091,05-10-2015,09-10-2015,Standard Class,JJ-15760,OFF-AP-10000696,28.84,2,0,9.5172,10,2015,0
930,CA-2017-144932,14-04-2017,17-04-2017,First Class,AB-10165,OFF-AR-10003560,14.592,3,0.2,2.5536,4,2017,4
931,CA-2017-144932,14-04-2017,17-04-2017,First Class,AB-10165,OFF-AR-10001468,89.856,3,0.2,21.3408,4,2017,4
932,CA-2017-144932,14-04-2017,17-04-2017,First Class,AB-10165,OFF-PA-10004971,13.872,3,0.2,5.0286,4,2017,4
933,CA-2017-114216,02-09-2017,06-09-2017,Standard Class,RK-19300,OFF-PA-10002195,12.192,3,0.2,4.1148,9,2017,5
934,CA-2016-140081,20-06-2016,24-06-2016,Standard Class,CG-12040,OFF-PA-10001745,45.056,8,0.2,15.2064,6,2016,0
935,CA-2016-140081,20-06-2016,24-06-2016,Standard Class,CG-12040,OFF-BI-10004826,29.718,6,0.7,-21.7932,6,2016,0
936,CA-2016-140081,20-06-2016,24-06-2016,Standard Class,CG-12040,OFF-PA-10001870,15.552,3,0.2,5.4432,6,2016,0
937,CA-2016-140081,20-06-2016,24-06-2016,Standard Class,CG-12040,OFF-AP-10001058,447.696,2,0.2,33.5772,6,2016,0
938,US-2017-111745,05-11-2017,06-11-2017,First Class,RA-19885,TEC-AC-10003911,159.99,1,0,54.3966,11,2017,6
939,CA-2015-148250,13-12-2015,17-12-2015,Standard Class,RP-19270,OFF-PA-10000289,12.96,2,0,6.2208,12,2015,6
940,CA-2015-148250,13-12-2015,17-12-2015,Standard Class,RP-19270,OFF-AP-10003040,134.48,4,0,34.9648,12,2015,6
941,CA-2016-105760,19-06-2016,20-06-2016,First Class,KC-16255,OFF-PA-10000350,17.12,2,0,8.0464,6,2016,6
942,CA-2016-142958,13-12-2016,20-12-2016,Standard Class,RW-19630,OFF-BI-10001759,6.096,2,0.2,2.2098,12,2016,1
943,CA-2016-142958,13-12-2016,20-12-2016,Standard Class,RW-19630,FUR-TA-10000577,1114.272,4,0.2,41.7852,12,2016,1
944,CA-2015-120880,29-05-2015,03-06-2015,Standard Class,JL-15850,OFF-PA-10004101,32.4,5,0,15.552,5,2015,4
945,CA-2015-120880,29-05-2015,03-06-2015,Standard Class,JL-15850,OFF-ST-10001496,540.57,3,0,140.5482,5,2015,4
946,CA-2015-120880,29-05-2015,03-06-2015,Standard Class,JL-15850,OFF-BI-10002931,167.76,5,0.2,62.91,5,2015,4
947,US-2015-140200,26-07-2015,28-07-2015,First Class,CA-12775,FUR-TA-10002356,393.165,3,0.5,-204.4458,7,2015,6
948,US-2017-110576,28-11-2017,02-12-2017,Standard Class,RB-19795,FUR-FU-10003601,516.488,7,0.2,-12.9122,11,2017,1
949,US-2017-110576,28-11-2017,02-12-2017,Standard Class,RB-19795,FUR-FU-10000576,1007.232,6,0.2,75.5424,11,2017,1
950,US-2017-110576,28-11-2017,02-12-2017,Standard Class,RB-19795,FUR-TA-10004154,2065.32,12,0.4,-619.596,11,2017,1
951,US-2017-110576,28-11-2017,02-12-2017,Standard Class,RB-19795,OFF-PA-10000788,15.552,3,0.2,5.4432,11,2017,1
952,US-2017-110576,28-11-2017,02-12-2017,Standard Class,RB-19795,OFF-PA-10002479,25.344,6,0.2,7.92,11,2017,1
953,CA-2017-131156,03-04-2017,07-04-2017,Standard Class,KH-16360,FUR-FU-10001940,25.472,4,0.2,7.6416,4,2017,0
954,CA-2017-136539,28-12-2017,01-01-2018,Standard Class,GH-14665,OFF-AR-10001958,27.168,2,0.2,2.7168,12,2017,3
955,CA-2017-136539,28-12-2017,01-01-2018,Standard Class,GH-14665,FUR-BO-10004709,78.8528,2,0.32,-11.596,12,2017,3
956,CA-2017-119305,30-11-2017,04-12-2017,Standard Class,SW-20275,OFF-ST-10000604,173.8,5,0,43.45,11,2017,3
957,CA-2017-102414,15-05-2017,18-05-2017,Second Class,JA-15970,TEC-PH-10002923,29.592,1,0.2,2.5893,5,2017,0
958,CA-2017-102414,15-05-2017,18-05-2017,Second Class,JA-15970,OFF-BI-10004465,4.752,2,0.7,-3.168,5,2017,0
959,CA-2017-102414,15-05-2017,18-05-2017,Second Class,JA-15970,OFF-PA-10002333,15.552,3,0.2,5.6376,5,2017,0
960,CA-2015-112571,22-09-2015,22-09-2015,Same Day,DL-12925,FUR-FU-10004188,204.6,2,0,53.196,9,2015,1
961,CA-2017-152142,14-11-2017,19-11-2017,Standard Class,LW-16990,FUR-CH-10002965,321.568,2,0.2,28.1372,11,2017,1
962,CA-2015-160059,27-11-2015,01-12-2015,Standard Class,TB-21190,OFF-BI-10000145,6.24,2,0,3.0576,11,2015,4
963,CA-2016-120859,01-09-2016,04-09-2016,First Class,CV-12805,OFF-EN-10001335,21.88,2,0,10.94,9,2016,3
964,CA-2014-127488,22-09-2014,24-09-2014,Second Class,MS-17365,OFF-LA-10001613,4.608,2,0.2,1.6704,9,2014,0
965,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,OFF-LA-10004055,9.82,2,0,4.8118,4,2017,6
966,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,OFF-AR-10004344,35.97,3,0,9.7119,4,2017,6
967,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,OFF-PA-10004621,12.96,2,0,6.2208,4,2017,6
968,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,OFF-PA-10001281,191.6,4,0,91.968,4,2017,6
969,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,OFF-LA-10001613,8.64,3,0,4.2336,4,2017,6
970,CA-2017-135279,09-04-2017,11-04-2017,First Class,BS-11800,OFF-ST-10001097,501.81,3,0,0,4,2017,6
971,CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,FUR-FU-10001095,127.104,6,0.2,28.5984,1,2014,3
972,CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,TEC-PH-10004614,124.2,3,0.4,-31.05,1,2014,3
973,CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,OFF-BI-10001575,18.588,2,0.7,-13.6312,1,2014,3
974,CA-2014-115791,16-01-2014,18-01-2014,Second Class,DL-13315,OFF-LA-10001074,30.072,3,0.2,10.1493,1,2014,3
975,US-2017-103247,05-10-2017,08-10-2017,Second Class,PO-19195,TEC-PH-10003555,160.93,7,0,3.2186,10,2017,3
976,US-2017-103247,05-10-2017,08-10-2017,Second Class,PO-19195,OFF-BI-10004492,75.792,3,0.2,25.5798,10,2017,3
977,US-2017-100209,09-07-2017,15-07-2017,Standard Class,TD-20995,OFF-BI-10002012,1.08,2,0.7,-0.792,7,2017,6
978,CA-2017-159366,07-01-2017,10-01-2017,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996,1,2017,5
979,CA-2016-145499,30-05-2016,31-05-2016,First Class,RW-19690,OFF-BI-10000848,3.282,2,0.7,-2.6256,5,2016,0
980,CA-2015-157035,09-12-2015,12-12-2015,First Class,KB-16600,OFF-PA-10004156,34.02,3,0,16.6698,12,2015,2
981,CA-2016-144939,03-10-2016,08-10-2016,Standard Class,EB-13870,FUR-CH-10003199,599.292,6,0.1,93.2232,10,2016,0
982,CA-2014-163419,11-11-2014,14-11-2014,Second Class,TZ-21580,OFF-AR-10000034,3.392,1,0.2,0.8056,11,2014,1
983,CA-2014-163419,11-11-2014,14-11-2014,Second Class,TZ-21580,TEC-PH-10000560,559.984,2,0.2,55.9984,11,2014,1
984,CA-2014-163419,11-11-2014,14-11-2014,Second Class,TZ-21580,FUR-CH-10000665,603.92,5,0.2,75.49,11,2014,1
985,CA-2017-100314,29-09-2017,05-10-2017,Standard Class,AS-10630,OFF-LA-10001569,7.968,2,0.2,2.5896,9,2017,4
986,CA-2017-100314,29-09-2017,05-10-2017,Standard Class,AS-10630,OFF-EN-10000461,27.968,4,0.2,9.4392,9,2017,4
987,CA-2017-100314,29-09-2017,05-10-2017,Standard Class,AS-10630,TEC-MA-10003066,336.51,3,0.4,44.868,9,2017,4
988,CA-2015-146829,10-03-2015,10-03-2015,Same Day,TS-21340,OFF-BI-10004022,1.112,2,0.8,-1.8904,3,2015,1
989,CA-2017-167899,21-05-2017,26-05-2017,Standard Class,JG-15805,FUR-FU-10004071,520.05,5,0,72.807,5,2017,6
990,CA-2017-167899,21-05-2017,26-05-2017,Standard Class,JG-15805,OFF-AR-10001988,17.97,3,0,5.2113,5,2017,6
991,CA-2015-153549,29-03-2015,31-03-2015,Second Class,SL-20155,FUR-CH-10004086,1166.92,5,0.2,131.2785,3,2015,6
992,CA-2016-110023,09-09-2016,11-09-2016,First Class,TS-21610,OFF-BI-10001036,14.624,2,0.2,5.484,9,2016,4
993,CA-2016-105585,26-08-2016,27-08-2016,First Class,RF-19735,OFF-FA-10002983,10.23,3,0,4.9104,8,2016,4
994,CA-2016-105585,26-08-2016,27-08-2016,First Class,RF-19735,OFF-PA-10003625,154.9,5,0,69.705,8,2016,4
995,CA-2014-117639,21-05-2014,25-05-2014,Standard Class,MW-18235,OFF-BI-10003925,2715.93,7,0,1276.4871,5,2014,2
996,CA-2014-117639,21-05-2014,25-05-2014,Standard Class,MW-18235,TEC-PH-10001530,617.97,3,0,173.0316,5,2014,2
997,CA-2015-162537,28-10-2015,03-11-2015,Standard Class,RD-19585,OFF-EN-10003862,10.67,1,0,4.9082,10,2015,2
998,CA-2015-162537,28-10-2015,03-11-2015,Standard Class,RD-19585,OFF-ST-10004258,36.63,3,0,9.8901,10,2015,2
999,CA-2015-162537,28-10-2015,03-11-2015,Standard Class,RD-19585,FUR-FU-10002885,24.1,5,0,9.158,10,2015,2
1000,CA-2015-162537,28-10-2015,03-11-2015,Standard Class,RD-19585,FUR-FU-10001918,33.11,7,0,12.9129,10,2015,2
1001,CA-2016-155488,13-11-2016,17-11-2016,Standard Class,FM-14290,OFF-AR-10002956,44.02,2,0,11.4452,11,2016,6
1002,CA-2015-124891,31-07-2015,31-07-2015,Same Day,RH-19495,TEC-AC-10003033,2309.65,7,0,762.1845,7,2015,4
1003,CA-2015-124891,31-07-2015,31-07-2015,Same Day,RH-19495,FUR-TA-10002903,1090.782,7,0.4,-290.8752,7,2015,4
1004,CA-2015-124891,31-07-2015,31-07-2015,Same Day,RH-19495,OFF-PA-10004621,19.44,3,0,9.3312,7,2015,4
1005,CA-2015-126445,27-08-2015,31-08-2015,Standard Class,RA-19945,OFF-ST-10000046,484.65,3,0,92.0835,8,2015,3
1006,CA-2015-111199,13-11-2015,17-11-2015,Standard Class,JK-15730,OFF-PA-10001790,115.296,3,0.2,40.3536,11,2015,4
1007,CA-2015-105312,06-11-2015,09-11-2015,First Class,MT-17815,OFF-EN-10002600,7.08,3,0.2,2.478,11,2015,4
1008,CA-2015-105312,06-11-2015,09-11-2015,First Class,MT-17815,OFF-BI-10002049,4.401,3,0.7,-3.5208,11,2015,4
1009,US-2017-106705,26-12-2017,01-01-2018,Standard Class,PO-18850,OFF-PA-10001509,44.75,5,0,20.585,12,2017,1
1010,CA-2017-135034,01-08-2017,03-08-2017,First Class,AT-10735,TEC-PH-10003931,95.984,2,0.2,5.999,8,2017,1
1011,CA-2014-158540,24-11-2014,26-11-2014,First Class,VG-21790,FUR-FU-10001602,151.72,4,0,27.3096,11,2014,0
1012,CA-2017-118437,17-06-2017,21-06-2017,Second Class,PF-19165,FUR-FU-10004848,155.25,3,0,46.575,6,2017,5
1013,CA-2017-118437,17-06-2017,21-06-2017,Second Class,PF-19165,OFF-ST-10003722,14.03,1,0,4.0687,6,2017,5
1014,US-2015-126214,21-12-2015,24-12-2015,Second Class,JS-15880,FUR-TA-10003748,1618.37,13,0,356.0414,12,2015,0
1015,US-2015-126214,21-12-2015,24-12-2015,Second Class,JS-15880,TEC-AC-10003198,99.6,1,0,36.852,12,2015,0
1016,CA-2015-133025,17-09-2015,19-09-2015,Second Class,MO-17800,OFF-PA-10004100,32.4,5,0,15.552,9,2015,3
1017,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,FUR-FU-10002191,13.96,2,0,6.7008,7,2015,0
1018,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,FUR-FU-10000965,155.82,3,0,63.8862,7,2015,0
1019,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,TEC-PH-10004188,124.95,5,0,2.499,7,2015,0
1020,CA-2015-108665,06-07-2015,10-07-2015,Standard Class,KM-16225,OFF-ST-10001526,601.65,5,0,156.429,7,2015,0
1021,CA-2015-124450,27-04-2015,03-05-2015,Standard Class,GT-14710,OFF-AR-10001166,22.74,3,0,8.8686,4,2015,0
1022,CA-2015-124450,27-04-2015,03-05-2015,Standard Class,GT-14710,FUR-CH-10000309,1267.53,3,0,316.8825,4,2015,0
1023,CA-2015-124450,27-04-2015,03-05-2015,Standard Class,GT-14710,TEC-MA-10004212,1379.92,8,0,648.5624,4,2015,0
1024,CA-2015-167269,16-06-2015,20-06-2015,Standard Class,PB-19150,OFF-EN-10003072,6.208,2,0.2,2.1728,6,2015,1
1025,CA-2017-106964,17-12-2017,20-12-2017,First Class,HR-14770,OFF-BI-10000320,11.808,2,0.2,4.2804,12,2017,6
1026,CA-2016-126529,11-01-2016,13-01-2016,Second Class,DE-13255,OFF-PA-10001166,15.552,3,0.2,5.4432,1,2016,0
1027,CA-2016-126529,11-01-2016,13-01-2016,Second Class,DE-13255,OFF-PA-10003656,63.312,3,0.2,20.5764,1,2016,0
1028,CA-2016-126529,11-01-2016,13-01-2016,Second Class,DE-13255,TEC-PH-10000148,15.588,2,0.4,-9.8724,1,2016,0
1029,CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,OFF-PA-10000474,177.2,5,0,83.284,7,2014,4
1030,CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,TEC-PH-10003885,197.97,3,0,57.4113,7,2014,4
1031,CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,FUR-CH-10003379,854.94,3,0,213.735,7,2014,4
1032,CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,FUR-FU-10000629,124.11,9,0,52.1262,7,2014,4
1033,CA-2014-163552,11-07-2014,15-07-2014,Standard Class,LA-16780,OFF-LA-10001175,14.4,5,0,7.056,7,2014,4
1034,CA-2016-109820,20-11-2016,22-11-2016,First Class,AG-10390,OFF-PA-10000955,15.696,3,0.2,5.1012,11,2016,6
